job_title,location,company,salary,rating,summary,city
Data Warehouse/IAM Developer,"Tempe, AZ",MBO Partners,90.0,3.8,8-10+ years experience performing the following: Full system development life cycle (SDLC) experience; Technical team leader experience; Strong background in…,Phoenix
Workforce Analyst,"Chandler, AZ 85286",OnTrac,19.0,3.1,Performs any other task or assignment as deemed necessary by the organization. Provide recommendations on staffing based on historical/trending call data.,Phoenix
Semiconductor Device Engineer,,"Advent Diamond, Inc.",50.0,,"Analyze and present electrical data. May guide technicians and/or interns and carry out other research, fabrication, design, and testing responsibilities as…",Phoenix
Public Safety Radio Engineer,,Maricopa County,29.0,3.5,"Must possess a valid Arizona driver's license, or obtain one at the time of hire. Maintains database with the up to date status reports of county radio licenses…",Phoenix
Educational Sales Coordinator (Work from Home),,Varsity Tutors,18.0,3.9,"Complete transactions and or schedule a follow-up conversations with prospective clients. Remote Position, fully work from home (or wherever you like!).",Phoenix
Actuary Analyst,"Phoenix, AZ",Banner Health,37.0,3.7,"Knowledge of software for data analysis; specifically, spreadsheets (e.g. MS Excel, VBA), data extraction and manipulation (e.g. SAS, Teradata, R) and data…",Phoenix
"Engineer, Planning",,EPCOR USA,37.5,,"Personal protective equipment provided or required. Education: 4-year degree in Civil or Environmental Engineering, or a related technical degree.",Phoenix
Engineering Technician,"Chandler, AZ 85286","Excelraise, LLC",22.0,,May conduct tests and record data to assist with engineering evaluation or analysis. Performs detailed mathematical calculations using established formulas;…,Phoenix
Commercial Real Estate Intern,"Tempe, AZ 85284",Gorden Companies,12.0,,"Recently completed or currently pursuing a degree in Real Estate, Business, Finance or related field. Demonstrated interest in real estate, finance, business,…",Phoenix
MarkLogic Developer,"Phoenix, AZ",Acestack LLC,70.0,,Experience combined experience with database technologies such as MarkLogic. Ability to conduct root cause analysis and performance tuning for complex business…,Phoenix
Public Safety Radio Engineer,"Phoenix, AZ","Maricopa County, AZ",29.0,3.5,"Must possess a valid Arizona driver's license, or obtain one at the time of hire. Maintains database with the up to date status reports of county radio licenses…",Phoenix
Information Security Engineer,"Chandler, AZ",Abtsus LLC,41.5,,Ability to analyze data feeds and provide feedback to business partners. Ability to work with business partners to trouble shoot issues.,Phoenix
Customer Service - Online T-Shirt Design,"Tempe, AZ 85281",DesignAShirt,16.5,,"Record customer information within our customer service database. Communicating with other departments like production, artists, and web developers.",Phoenix
"Senior Technician, Engineering",,EPCOR USA,29.5,,"Communicate frequently with developers, homebuilders, engineers, customers and operators of water and wastewater systems.",Phoenix
Java Backend Developer,"Phoenix, AZ 85027 (Deer Valley area)",Emory Technologies Inc - Hiring for Client,52.5,,"A BS or MS degree in Computer Science, Computer Engineering or similar discipline, or equivalent work experience. REST API design and implementation.",Phoenix
IT Support Engineer,,Flagstaff IT,27.5,,"Personal protective equipment provided or required. Solid dependable engineer, follows directions and maximizes billing opportunities.",Phoenix
Water Quality Specialist,"City of Tempe, AZ",City of Tempe Arizona,27.0,,"Requires two years of treatment, maintenance or laboratory testing experience in water or wastewater systems. Collect drinking water, wastewater, stormwater and…",Phoenix
Android Developer,"Scottsdale, AZ 85260 (North Scottsdale area)",Ideasolv,23.5,,This Android app developer will work with our team of talented engineers to design and build the next generation of our mobile applications.,Phoenix
IT Software Engineer,"Phoenix, AZ",Banner Health,37.0,3.7,This position requires expertise in selected business or healthcare processes and participates in formulating system scope and objectives relative to the…,Phoenix
Lead Data Engineer,,"SOL Digital, LLC",92.5,,"Experience with setting up and operating data pipelines using Python or SQL. *Understanding of data architecture concepts such as data modeling, metadata,…",Phoenix
TIBCO AZURE CONSULTANT,"Phoenix, AZ",SILVERLINK TECHNOLOGIES LLC,65.0,,"TIBCO adapters (file and database). Strong Technical skills on TIBCO suite of products like TIBCO Business Works 5.x, TIBCO Enterprise Message Service (EMS),…",Phoenix
Coder Quality Associate HIMS,"Phoenix, AZ",Banner Health,25.0,3.7,Reviews accuracy of identified data elements for use in creating data bases or reporting to the state health department. Coding-Acute Care Compl & Educ.,Phoenix
"Entry Level Behavioral Skills Therapist (Ahwatukee, AZ)","Ahwatukee, AZ",Trumpet Behavioral Health,17.0,,High school or equivalent (Required). Use a company provided tablet to collect data on programs. You have at least a high school diploma or equivalent.,Phoenix
"Intern (Associate Market Analyst, Business Development)","Columbus, OH",Pearson,20.0,3.7,Perform market research and analysis. Evaluate costs and benefits of multiple actions and/or solutions and provide data-driven recommendations.,London
Business Process Analyst 2 (PN 20079777 & 20083761),"Columbus, OH 43215 (Downtown area)",State of Ohio Jobs,33.0,3.8,"Completion of undergraduate core program in computer science, information systems, or business administration; 36 mos.",London
Maintenance Technician 1,"West Jefferson, OH 43162",TARGET,25.0,3.6,2+ years apprenticeship or equivalent experience in the Mechanical or Electrical field. Degree from a vocational school or college with a focus in the…,London
Business Process Analyst 2 - Temporary/Special Project,"Columbus, OH",State of Ohio Jobs,33.0,3.8,"Completion of undergraduate core program in computer science, information systems, or business administration;",London
Financial Analyst Supervisor 20061435,"Franklin County, OH",State of Ohio Jobs,31.0,3.8,"Completion of graduate core program in public or business administration, accounting, finance or related field; 18 mos. Work Hours: 8:00 am - 5:00 pm.",London
Health Services Policy Specialist [OSAM],"Columbus, OH 43215 (Downtown area)",State of Ohio Jobs,32.0,3.8,Exp. in health services research &/or health policy analysis; 12 mos. Conducts OSAM research and analysis in accordance with the OSAM research collection…,London
Healthcare Informatics Analyst - OhioRISE (Health Services Policy Analyst),"Columbus, OH 43215 (Downtown area)",State of Ohio Jobs,29.0,3.8,Coordinates access to health care data & reports for staff working within the OhioRISE program; maps data flow and data fields from source systems to data…,London
Mendix developer Architect,"Dublin, OH",AceStack LLC,80.0,,Creating Mobile and Web application in Mendix for health case domain client.,London
Senior Budget Analyst - PN 20013868,"Columbus, OH",State of Ohio Jobs,27.0,3.8,"Undergraduate or advanced degree in accounting, public finance, public administration, or business administration. Experience working with OAKS FIN and BI.",London
Forensic Scientist III (Vacancy),"Columbus, OH 43215 (Downtown area)",City of Columbus,46.0,4.1,Special Note: The 12 (twelve) semesters or equivalent credit hours shall include at least one graduate-level course registering three or more semester or…,London
Transportation Engineer 5 (PN 20050694),"Columbus, OH 43223 (North Hilltop area)",State of Ohio Jobs,38.0,3.8,"Exp. in supervisory engineering position or 3 yrs. exp. performing duties of exempt staff specialist for Ohio Department of Transportation (i.e., exp.",London
MATERIALS HANDLER,"Springfield, OH",US Department of the Air Force,24.5,4.4,(2) Responsible for the automated Mobility Inventory Control Accountability System (MICAS) database to include the installation of software upgrades and regular…,London
Data Analytics Specialist - Temporary/Special Project,"Columbus, OH 43215 (Downtown area)",State of Ohio Jobs,27.0,3.8,"Exp. in data analytics, statistical analysis, or research methods. Ability to: acquire data from multiple sources, work with structured and unstructured data,…",London
Software Developer (Software Development Specialist 3),"Columbus, OH 43215 (Downtown area)",State of Ohio Jobs,41.0,3.8,Coordinating with business analysts and customers to provide optimal solution for any business problem. Written and/or oral assessments may be given as part of…,London
Information Technology Manager 1 - 20039974,"Columbus, OH",State of Ohio Jobs,38.0,3.8,"Knowledge of computer science, or business or public administration, data processing, engineering, geology or comparable field which included coursework in…",London
Therapeutic Community Substance Use Counselor [Correctional Program Coordinator],"Orient, OH 43146",State of Ohio Jobs,24.0,3.8,"Knowledge of social or behavioral science or criminal justice or comparable field; community resources regarding employment, social services policy & program…",London
Civil Engineer-Intern,"Columbus, OH 43215 (Brewery District (including Whittier Peninsula) area)",Mid-Ohio Regional Planning Commission,16.0,3.4,Assess compliance with ADA requirements for all sidewalks and curb rampsIncorporate qualifying data into the City's GIS using a City-issued tablet…,London
Business System Analyst with Business Intelligence - Locals Only,"Springfield, OH",Futran Solutions,57.0,,"Business intelligence: 2 years (Preferred). Job Types: Full-time, Part-time, Contract. Business analysis: 9 years (Preferred).",London
Certified Medical Assistant CMA - Ophthalmology PRN Per diem,"Columbus, OH",Medely,20.5,4.1,Competitive Pay – Continuous evaluation of local rates by data scientists to ensure competitive pay. PLEASE DO NOT APPLY IF: you are a new grad and/or you don’t…,London
Pharmacist (Pharmacologist),"Columbus, OH 43215 (Downtown area)",State of Ohio Jobs,42.0,3.8,"Ability to interpret extensive variety of technical material in books, journals & manuals; gather, collate & classify information about data, people or things;…",London
EDI Analyst (W2 candidates),"Columbus, OH",ClientSolv Technologies,47.5,4.0,Analyze complex data and measure outcomes. 6 months Contract MAY extend or convert. Knowledge of Medicaid and provider enrollment business processes.,London
SR. Java Developer Application / Development,"Columbus, OH",Iscientiaus,68.0,,"Intellij Idea or any other development tool. Strong database skills using Oracle and PL/SQL. Communicating status to the team, business, and leadership.",London
Test Automation Developer,"Columbus, OH",Rekrooting.com,41.0,,"Test plan creation and execution. Job Types: Full-time, Contract. Test automation: 3 years (Preferred). No: Not providing sponsorship for this job.",London
Entry Level Telecommunications Engineer,"Columbus, OH",Byers Engineering Company,18.0,,"Experience or coursework in AutoCAD or GIS preferred. High school or equivalent (Preferred). Bachelor’s degree in Telecommunications, Engineering, Industrial…",London
